08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 117.18.232.200.,33086, 443
08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.194.131.,39580, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.99., 10.0.2.10.,443, 46818

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.194.131., 10.0.2.10.,443, 39580

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.99.,46818, 443

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.194.131.,39580, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.194.131., 10.0.2.10.,443, 39580

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.194.131., 10.0.2.10.,443, 39580

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.194.131., 10.0.2.10.,443, 39580

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.194.131.,39580, 443

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.194.131.,39580, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.194.131., 10.0.2.10.,443, 39580

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.194.131.,39580, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.194.131., 10.0.2.10.,443, 39580

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.194.131.,39580, 443

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.194.131., 10.0.2.10.,443, 39580

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.194.131.,39580, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.194.131., 10.0.2.10.,443, 39580

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.194.131.,39580, 443

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.194.131., 10.0.2.10.,443, 39580

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.194.131., 10.0.2.10.,443, 39580

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.194.131.,39580, 443

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.194.131., 10.0.2.10.,443, 39580

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.194.131., 10.0.2.10.,443, 39580

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.194.131.,39580, 443

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.194.131., 10.0.2.10.,443, 39580

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.194.131., 10.0.2.10.,443, 39580

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.194.131.,39580, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.194.131.,39580, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.194.131., 10.0.2.10.,443, 39580

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.194.131., 10.0.2.10.,443, 39580

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.194.131.,39580, 443

08:00:27:32:1e:62:, 52:54:00:12:35:02:,UDP, 10.0.2.10., 192.168.62.29.,41705, 53

08:00:27:32:1e:62:, 52:54:00:12:35:02:,UDP, 10.0.2.10., 192.168.62.29.,41705, 53

52:54:00:12:35:02:, 08:00:27:32:1e:62:,UDP, 192.168.62.29., 10.0.2.10.,53, 41705

52:54:00:12:35:02:, 08:00:27:32:1e:62:,UDP, 192.168.62.29., 10.0.2.10.,53, 41705

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,UDP, 10.0.2.10., 142.250.206.132.,55486, 443

08:00:27:32:1e:62:, 52:54:00:12:35:02:,UDP, 10.0.2.10., 142.250.206.132.,55486, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,ICMP, 10.0.2.2., 10.0.2.10.,

52:54:00:12:35:02:, 08:00:27:32:1e:62:,ICMP, 10.0.2.2., 10.0.2.10.,

08:00:27:32:1e:62:, 52:54:00:12:35:02:,UDP, 10.0.2.10., 142.250.194.170.,55075, 443

08:00:27:32:1e:62:, 52:54:00:12:35:02:,UDP, 10.0.2.10., 192.168.62.29.,33046, 53

08:00:27:32:1e:62:, 52:54:00:12:35:02:,UDP, 10.0.2.10., 192.168.62.29.,33046, 53

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,UDP, 192.168.62.29., 10.0.2.10.,53, 33046

52:54:00:12:35:02:, 08:00:27:32:1e:62:,UDP, 192.168.62.29., 10.0.2.10.,53, 33046

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.194.170.,34518, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,UDP, 10.0.2.10., 192.168.62.29.,38826, 53

08:00:27:32:1e:62:, 52:54:00:12:35:02:,UDP, 10.0.2.10., 192.168.62.29.,38826, 53

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.194.170., 10.0.2.10.,443, 34518

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.194.170.,34518, 443

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.194.170.,34518, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.194.170., 10.0.2.10.,443, 34518

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

08:00:27:32:1e:62:, 52:54:00:12:35:02:,UDP, 10.0.2.10., 142.250.194.170.,55075, 443

08:00:27:32:1e:62:, 52:54:00:12:35:02:,UDP, 10.0.2.10., 142.250.194.170.,55075, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,ICMP, 10.0.2.2., 10.0.2.10.,

52:54:00:12:35:02:, 08:00:27:32:1e:62:,ICMP, 10.0.2.2., 10.0.2.10.,

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,UDP, 10.0.2.10., 142.250.193.2.,35455, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,ICMP, 10.0.2.2., 10.0.2.10.,

08:00:27:32:1e:62:, 52:54:00:12:35:02:,UDP, 10.0.2.10., 142.250.193.2.,35455, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,ICMP, 10.0.2.2., 10.0.2.10.,

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,UDP, 10.0.2.10., 142.250.194.3.,50167, 443

08:00:27:32:1e:62:, 52:54:00:12:35:02:,UDP, 10.0.2.10., 142.250.194.3.,50167, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,ICMP, 10.0.2.2., 10.0.2.10.,

52:54:00:12:35:02:, 08:00:27:32:1e:62:,ICMP, 10.0.2.2., 10.0.2.10.,

08:00:27:32:1e:62:, 52:54:00:12:35:02:,UDP, 10.0.2.10., 142.250.206.145.,60857, 443

08:00:27:32:1e:62:, 52:54:00:12:35:02:,UDP, 10.0.2.10., 142.250.206.145.,60857, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,ICMP, 10.0.2.2., 10.0.2.10.,

52:54:00:12:35:02:, 08:00:27:32:1e:62:,ICMP, 10.0.2.2., 10.0.2.10.,

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.194.170., 10.0.2.10.,443, 34518

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.194.170.,34518, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.194.170., 10.0.2.10.,443, 34518

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.194.170.,34518, 443

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.193.195.,43000, 80

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.193.195., 10.0.2.10.,80, 43000

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,UDP, 192.168.62.29., 10.0.2.10.,53, 38826

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

52:54:00:12:35:02:, 08:00:27:32:1e:62:,UDP, 192.168.62.29., 10.0.2.10.,53, 38826

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

08:00:27:32:1e:62:, 52:54:00:12:35:02:,UDP, 10.0.2.10., 142.250.194.170.,55075, 443

08:00:27:32:1e:62:, 52:54:00:12:35:02:,UDP, 10.0.2.10., 142.250.194.170.,55075, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,ICMP, 10.0.2.2., 10.0.2.10.,

52:54:00:12:35:02:, 08:00:27:32:1e:62:,ICMP, 10.0.2.2., 10.0.2.10.,

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 69.43.111.82.,44432, 80

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 69.43.111.82.,44436, 80

08:00:27:32:1e:62:, 52:54:00:12:35:02:,UDP, 10.0.2.10., 192.168.62.29.,36186, 53

08:00:27:32:1e:62:, 52:54:00:12:35:02:,UDP, 10.0.2.10., 192.168.62.29.,36186, 53

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

52:54:00:12:35:02:, 08:00:27:32:1e:62:,UDP, 192.168.62.29., 10.0.2.10.,53, 36186

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,UDP, 192.168.62.29., 10.0.2.10.,53, 36186

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,UDP, 10.0.2.10., 142.250.206.174.,58260, 443

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.174.,55142, 443

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 69.43.111.82.,44448, 80

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 190.2.131.148.,56144, 80

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 69.43.111.82., 10.0.2.10.,80, 44436

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 69.43.111.82., 10.0.2.10.,80, 44432

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 69.43.111.82.,44436, 80

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 69.43.111.82.,44432, 80

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 69.43.111.82.,44436, 80

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 69.43.111.82., 10.0.2.10.,80, 44436

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.174., 10.0.2.10.,443, 55142

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.174.,55142, 443

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.174.,55142, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.174., 10.0.2.10.,443, 55142

08:00:27:32:1e:62:, 52:54:00:12:35:02:,UDP, 10.0.2.10., 142.250.206.174.,58260, 443

08:00:27:32:1e:62:, 52:54:00:12:35:02:,UDP, 10.0.2.10., 142.250.206.174.,58260, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,ICMP, 10.0.2.2., 10.0.2.10.,

52:54:00:12:35:02:, 08:00:27:32:1e:62:,ICMP, 10.0.2.2., 10.0.2.10.,

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.132., 10.0.2.10.,443, 55484

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.132.,55484, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.174., 10.0.2.10.,443, 55142

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.174.,55142, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.174., 10.0.2.10.,443, 55142

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.174.,55142, 443

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.174.,55142, 443

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.174.,55142, 443

08:00:27:32:1e:62:, 52:54:00:12:35:02:,TCP, 10.0.2.10., 142.250.206.174.,55142, 443

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.174., 10.0.2.10.,443, 55142

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.174., 10.0.2.10.,443, 55142

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.174., 10.0.2.10.,443, 55142

52:54:00:12:35:02:, 08:00:27:32:1e:62:,TCP, 142.250.206.174., 10.0.2.10.,443, 55142

